_id,OBJECTID,PROJ_NUM,LAST_UPDATED_DATE,PROJECT,LOCATION,DETAILS,DURATION/ Construction Timeline,STATUS,INV_PRIORITY,OWNER,CONTACT_NAME,CONTACT_EMAIL,INV_WEB_SITE,INV_DISPLAY_PROGRAM,INV_DISPLAY_SYMBOL,START_YEAR,CONTR_NUMBER,geometry
309,21930,TS2023-08-414,2025-10-31,Local Road Rehabilitation,ORIOLE PKWY&lt;br&gt; From: ORCHARD VIEW BLVD&lt;br&gt; To: ELWOOD BLVD,"Replacement of partial road pavement structure or entire road pavement structure for either partial lane width, full lane width or full road width. This could include the asphalt and underlying support materials. Repair, improvement or replacement of road drainage, damaged sidewalk, boulevards and curbs. Work may include the closure of individual lanes or the entire road.",Q3 2027 - Q4 2028,Active,,Transportation Services,"Adriana Gomez, Engineering and Construction Services",AGOMEZ4@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2026,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.40711993841,43.7070861600804],[-79.4072101079657,43.7074777696901]]}"
310,21951,,2023-03-24,Major Road Reconstruction,BLOOR ST W&lt;br&gt; From: MADISON AVE&lt;br&gt; To: SPADINA RD (TO),"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q3 2023 - Q2 2025 (Carry-Over),Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Ahmed Bhabha, Engineering and Construction Services",abhabha@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2023,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.4027071807526,43.6669054451141],[-79.4038707403777,43.6666572968697]]}"
311,22006,TS2024-10_11-027,2025-03-19,Major Road Rehabilitation,[E] UNIVERSITY AVE [BRANCH]&lt;br&gt; From: ELM ST&lt;br&gt; To: GERRARD ST W,"Replacement of partial road pavement structure or entire road pavement structure for either partial lane width, full lane width or full road width. This could include the asphalt and underlying support materials. Repair, improvement or replacement of road drainage, damaged sidewalk, boulevards and curbs. Work may include the closure of individual lanes or the entire road.",Q1 2025 - Q3 2027 (Carry-Over),Active,,Transportation Services,"Newsha Roshani, Engineering and Construction Services",nroshan@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2024,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.3888228239046,43.6563763459643],[-79.3891509992519,43.6571339644754],[-79.3893409813778,43.6575640997989]]}"
312,22038,,2025-04-02,Major Road Reconstruction,Sheppard Ave E&lt;br&gt; From: BAYVIEW AVE&lt;br&gt; To: Clairtrell Road,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",2025 - 2027,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Brian Nolan, Engineering and Construction Services",bnolan3@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2025,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.3900394839206,43.7661347864044],[-79.388907478446,43.7663738161413],[-79.3884435131222,43.7664865630412],[-79.3881795404021,43.7665531388294],[-79.3880562118249,43.7665892748458]]}"
313,22082,TS2023-15-290,2024-03-14,Local Road Reconstruction,[E] WANLESS CRES [BRANCH]&lt;br&gt; From: BUCKINGHAM AVE&lt;br&gt; To: LAWRENCE AVE E,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q4 2027 - Q1 2030,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Harry Persaud, Engineering and Construction Services",hpersau3@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2027,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.3898692280134,43.7268063967709],[-79.3898606757624,43.7268139450712],[-79.3898435058525,43.7268295096713],[-79.389826323171,43.7268445881895],[-79.3898086797449,43.7268611514654],[-79.3897915144474,43.7268809556458],[-79.3897766920917,43.7269023823061],[-79.3897282049896,43.7269651002821],[-79.3896618767372,43.7270370371875],[-79.3896140512742,43.7271110883124],[-79.3895651208084,43.7272061832458],[-79.3895301386397,43.7273029577674],[-79.3895110684864,43.7273865509427],[-79.3895042047883,43.7274950632417],[-79.3895074426673,43.7275844837754],[-79.3895222931819,43.7276701179098],[-79.3895314578623,43.7277907163564]]}"
314,22089,,2026-04-21,Laneway Reconstruction,[42.70 m E] SPADINA AVE&lt;br&gt; From: D&apos;ARCY ST&lt;br&gt; To: BALDWIN ST,"Replacement of the entire laneway pavement structure, including the asphalt, concrete and underlying support materials. Repair, improvement, or replacement of laneway drainage, curbs, and associated areas. Work may include the closure of individual lanes or the entire laneway. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q2 2026 - Q4 2026,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Niloufar Mohajerani, Engineering and Construction Services",nmohaje@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2026,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.3976430744263,43.654075299388],[-79.397842054292,43.6545627611997],[-79.3980490810434,43.655069908559]]}"
315,22090,,2024-10-03,Local Road Rehabilitation,MONOGRAM PL&lt;br&gt; From: ISLINGTON AVE&lt;br&gt; To: [149 m W] ISLINGTON AVE,"Replacement of partial road pavement structure or entire road pavement structure for either partial lane width, full lane width or full road width. This could include the asphalt and underlying support materials. Repair, improvement or replacement of road drainage, damaged sidewalk, boulevards and curbs. Work may include the closure of individual lanes or the entire road.",Q3 2026 - Q4 2026,Active,,Transportation Services,"Christy Manoharan, Engineering and Construction Services",cmanoha@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2026,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.5504401887582,43.7051093412847],[-79.5506397989713,43.7050555343207],[-79.5508200971026,43.7049970549325],[-79.5509842798765,43.7049432352074],[-79.5511516757264,43.7048730764941],[-79.5513576867354,43.7047725397907],[-79.5516055295401,43.7046182714259],[-79.551679571599,43.7045925357325],[-79.5521526839498,43.704483706961]]}"
316,22103,TS2023-19-335,2025-07-18,Local Road Rehabilitation,HAZEL AVE&lt;br&gt; From: BALSAM AVE&lt;br&gt; To: FERNWOOD PARK AVE,"Replacement of partial road pavement structure or entire road pavement structure for either partial lane width, full lane width or full road width. This could include the asphalt and underlying support materials. Repair, improvement or replacement of road drainage, damaged sidewalk, boulevards and curbs. Work may include the closure of individual lanes or the entire road.",Q3 2026 - Q4 2026,Active,,Transportation Services,"Tony Rodrigues, Engineering and Construction Services",trodrig@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2026,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.2896188758716,43.6714184253583],[-79.2891267694922,43.6715303358226],[-79.2890593131808,43.6715463786438],[-79.2889869514439,43.6715467311621],[-79.2889265159845,43.6715480507959],[-79.2888219319829,43.671542321821],[-79.2887122376462,43.6715401118242],[-79.2886268209277,43.6715289632942],[-79.2885766161282,43.6715232437212],[-79.2884618650676,43.6714813993987]]}"
317,22130,,2022-07-22,Laneway Reconstruction,[116.70 m W] RONCESVALLES AVE&lt;br&gt; From: GEOFFREY ST&lt;br&gt; To: GRENADIER RD,"Replacement of the entire laneway pavement structure, including the asphalt, concrete and underlying support materials. Repair, improvement, or replacement of laneway drainage, curbs, and associated areas. Work may include the closure of individual lanes or the entire laneway. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q3 2025 - Q4 2026 (Carry-Over),Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Marfique Ahmed, Engineering and Construction Services",mahmed2@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2025,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.4514451805993,43.6476871556254],[-79.4515951399121,43.6480977804842],[-79.4517427017002,43.6485017971034]]}"
318,22140,,2025-02-25,Major Road Rehabilitation,DUPONT ST&lt;br&gt; From: [21.30 m E] SPADINA RD (TO)&lt;br&gt; To: SPADINA RD (TO),"Replacement of partial road pavement structure or entire road pavement structure for either partial lane width, full lane width or full road width. This could include the asphalt and underlying support materials. Repair, improvement or replacement of road drainage, damaged sidewalk, boulevards and curbs. Work may include the closure of individual lanes or the entire road.",Q4 2026 - Q3 2027,Active,,Transportation Services,"Shahid Virk, Engineering and Construction Services",svirk@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2026,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.4068632086908,43.6749142174177],[-79.4071227701378,43.6748573134163]]}"
319,22158,,2023-03-24,Major Road Reconstruction,BLOOR ST W&lt;br&gt; From: DEVONSHIRE PL&lt;br&gt; To: ST GEORGE ST (TO),"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q3 2023 - Q2 2025 (Carry-Over),Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Ahmed Bhabha, Engineering and Construction Services",abhabha@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2023,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.3983645805034,43.667831627684],[-79.3998364722679,43.6675168783568]]}"
320,22159,,2023-03-24,Major Road Reconstruction,BLOOR ST W&lt;br&gt; From: HURON ST&lt;br&gt; To: MADISON AVE,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q3 2023 - Q2 2025 (Carry-Over),Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Ahmed Bhabha, Engineering and Construction Services",abhabha@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2023,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.4015389542218,43.6671618641117],[-79.4027071807526,43.6669054451141]]}"
321,22238,,2025-09-10,Local Road Rehabilitation,WINONA DR&lt;br&gt; From: CLOVELLY AVE&lt;br&gt; To: [W] GLOUCESTER GRV [BRANCH],"Replacement of partial road pavement structure or entire road pavement structure for either partial lane width, full lane width or full road width. This could include the asphalt and underlying support materials. Repair, improvement or replacement of road drainage, damaged sidewalk, boulevards and curbs. Work may include the closure of individual lanes or the entire road.",Q3 2025 - Q4 2025,Active,,Transportation Services,"Cherry Chen, Engineering and Construction Services",cchen9@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2025,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.4380315034335,43.6956078171111],[-79.4383663285969,43.696450021006]]}"
322,22250,,2025-09-10,Local Road Rehabilitation,WINONA DR&lt;br&gt; From: [W] GLOUCESTER GRV [BRANCH]&lt;br&gt; To: [E] GLOUCESTER GRV [BRANCH],"Replacement of partial road pavement structure or entire road pavement structure for either partial lane width, full lane width or full road width. This could include the asphalt and underlying support materials. Repair, improvement or replacement of road drainage, damaged sidewalk, boulevards and curbs. Work may include the closure of individual lanes or the entire road.",Q3 2025 - Q4 2025,Active,,Transportation Services,"Cherry Chen, Engineering and Construction Services",cchen9@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2025,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.4383663285969,43.696450021006],[-79.4384007794188,43.6965537587194]]}"
323,22256,1,2024-03-14,Local Road Reconstruction,DAWLISH AVE&lt;br&gt; From: FIDELIA AVE&lt;br&gt; To: DANESWOOD RD,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q4 2027 - Q1 2030,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Harry Persaud, Engineering and Construction Services",hpersau3@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2027,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.3873757562745,43.7229736520902],[-79.3870839377461,43.7230690240233],[-79.386596054027,43.7231698176319],[-79.3846013974838,43.7235922398659],[-79.3819177709487,43.7241363723062]]}"
324,22264,,2025-10-14,Local Road Rehabilitation,CARLTON ST&lt;br&gt; From: RAWLINGS AVE&lt;br&gt; To: SUMACH ST,"Replacement of partial road pavement structure or entire road pavement structure for either partial lane width, full lane width or full road width. This could include the asphalt and underlying support materials. Repair, improvement or replacement of road drainage, damaged sidewalk, boulevards and curbs. Work may include the closure of individual lanes or the entire road.",Q1 2025 - Q3 2025,Active,,Transportation Services,"Jessica Orjuela, Engineering and Construction Services",jorjuel@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2025,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.3632393117332,43.6655390894353],[-79.3625174394227,43.6656921436714]]}"
325,22339,TS2023-24-430,2025-10-14,Major Road Reconstruction,SCARBOROUGH GOLF CLUB RD&lt;br&gt; From: BRIMORTON DR&lt;br&gt; To: ELLESMERE RD,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q1 2025 - Q3 2026,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Mehrshad Rahimi, Engineering and Construction Services",mrahimi@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2025,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.2186842206825,43.7698112450039],[-79.2194785899252,43.7717858741016],[-79.2200726388182,43.7732636671943],[-79.2206551372909,43.7747141361767],[-79.221052804192,43.7756809894112],[-79.2214293864883,43.776605839821],[-79.2214704733675,43.7766988877025],[-79.2222172113688,43.7785568936056]]}"
326,53,None,2025-06-23,Sidewalk Construction,RIDELLE AVE&lt;br&gt; From: OLD PARK RD&lt;br&gt; To: [55m E] BATHURST ST,Installation of new sidewalks where none existed before.,Q2 2026 - Q4 2027,Active,None,Transportation Services,"Lucas Da Costa, Engineering and Construction Services",ldacost@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/walking-in-toronto/,TS_Sidewalk,12,2026,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.4329379219645,43.7058281737977],[-79.4317888655127,43.7060724005234],[-79.43063717047,43.7063155429347],[-79.4285835861986,43.7067692737433],[-79.4275119707644,43.7069776438251]]}"
327,69,None,2025-07-10,Sidewalk Construction,JOYCE PKWY &lt;br&gt; From: MARIANFELD AVE&lt;br&gt; To: [JOYCE PUBLIC SCHOOL],Installation of new sidewalks where none existed before.,2026 - 2027,Active,None,Transportation Services,"Jessica Orjuela, Engineering and Construction Services",jorjuel@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/walking-in-toronto/,TS_Sidewalk,12,2026,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.4615017642233,43.7100476295624],[-79.4620475567942,43.7099262931788],[-79.4625947569956,43.7098046450034],[-79.4630704339415,43.709702226632],[-79.4636055400266,43.7095870101119]]}"
328,670,TS2023-22-043,2025-10-28,Sidewalk Construction,ROSS AVE&lt;br&gt; From: AGINCOURT DR&lt;br&gt; To: DONALDA CRES,Installation of new sidewalks where none existed before.,Q3 2027 - Q4 2028,Active,None,Transportation Services,"Adriana Gomez, Engineering and Construction Services",AGOMEZ4@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/walking-in-toronto/,TS_Sidewalk,12,2026,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.2830727517493,43.7861306177798],[-79.2811764009126,43.7865681335106]]}"
329,671,None,2025-10-28,Sidewalk Construction,HILL GARDEN RD&lt;br&gt; From: FREEMONT AVE&lt;br&gt; To: [82 m W] FREEMONT AVE,Installation of new sidewalks where none existed before.,Q3 2027 - Q4 2028,Active,None,Transportation Services,"Adriana Gomez, Engineering and Construction Services",AGOMEZ4@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/walking-in-toronto/,TS_Sidewalk,12,2026,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.5228314719981,43.6951354228612],[-79.5227421613869,43.6951708355394],[-79.5226395776228,43.6952092707102],[-79.5225349818333,43.6952585113342],[-79.5224395692948,43.6953128168861],[-79.5224050377791,43.6953362351154],[-79.5223467017576,43.6953758000041],[-79.5222538808573,43.6954345875356],[-79.5221680106039,43.6954996664451],[-79.5220981600642,43.6955754789321],[-79.522076626852,43.6956150572636]]}"
330,689,None,2025-10-28,Sidewalk Construction,HILL GARDEN RD&lt;br&gt; From: FREEMONT AVE&lt;br&gt; To: SCARLETT RD,Installation of new sidewalks where none existed before.,Q3 2027 - Q4 2028,Active,None,Transportation Services,"Adriana Gomez, Engineering and Construction Services",AGOMEZ4@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/walking-in-toronto/,TS_Sidewalk,12,2026,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.5220344145314,43.6957400735191],[-79.5220331139748,43.6957457049765],[-79.5220330458508,43.6957460011321],[-79.5219723472386,43.6957859335348],[-79.5218833105936,43.6958214174957],[-79.5214269586262,43.6959658585268],[-79.5212787974598,43.6960127595169],[-79.5211508530079,43.6960461087353],[-79.5210647165348,43.6960866439438]]}"
331,883,TS2023-24_25-325,2025-09-18,Sidewalk Construction,ELLESMERE RD&lt;br&gt; From: ELLESMERE RD [Branch]&lt;br&gt; To: KINGSTON RD,Installation of new sidewalks where none existed before.,Q2 2027 - Q4 2028,Active,None,Transportation Services,"Shams Khan, Engineering and Construction Services",skhan5@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/walking-in-toronto/,TS_Sidewalk,12,2027,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.1545965249744,43.7935798296042],[-79.1551088729735,43.7940050581174],[-79.1552537409418,43.794123128218],[-79.1553094685718,43.7941629444652],[-79.1553721531685,43.7941991812122],[-79.1554413847081,43.7942313988568],[-79.1555709514414,43.7942779840789]]}"
332,2280,None,2026-02-20,Sidewalk Construction,CASEBRIDGE CRT &lt;br&gt; From: MORNINGSIDE AVE&lt;br&gt; To: VENTURE DR,Installation of new sidewalks where none existed before.,Q2 2027 - Q4 2027,Active,None,Transportation Services,"Marfique Ahmed, Engineering and Construction Services",mahmed2@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/walking-in-toronto/,TS_Sidewalk,12,2027,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.2027244047142,43.8089342918676],[-79.2002443624937,43.8095062431256]]}"
333,2652,None,2026-02-18,Sidewalk Construction,BARBERRY PL&lt;br&gt; From: SHEPPARD AVE&lt;br&gt; To: [115 m S] SHEPPARD AVE,Installation of new sidewalks where none existed before.,2026 - 2027,Active,None,Transportation Services,"Matthew McAinsh, Engineering and Construction Services",mmcains@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/walking-in-toronto/,TS_Sidewalk,12,2026,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.3849859343774,43.7674106640403],[-79.3845908531735,43.7664533147442]]}"
334,3240,,2026-04-15,Sidewalk Construction,ORCHARD PARK DR&lt;br&gt; From: KINGSTON RD&lt;br&gt; To: WEST HILL DR,Installation of new sidewalks where none existed before.,Q2 2026 - Q4 2026,Active,None,Transportation Services,"Niloufar Mohajerani, Engineering and Construction Services",nmohaje@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/walking-in-toronto/,TS_Sidewalk,12,2026,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.1793273630366,43.7746799814392],[-79.1793724937866,43.7747707128139],[-79.1794136503585,43.7748287408155],[-79.1794531636817,43.7748595347893],[-79.1795028874367,43.7748832464663],[-79.1795664299426,43.7748966815375],[-79.1796418076897,43.7748990774229],[-79.1798225588095,43.7749044031346],[-79.1804253829807,43.7748996607445],[-79.1810603904613,43.7749045237125],[-79.1817180624308,43.7749199236184]]}"
335,3241,,2026-04-15,Sidewalk Construction,CHEMICAL CRT&lt;br&gt; From: [305 m S] CORONATION DR [CUL-DE-SAC]&lt;br&gt; To: CORONATION DR,Installation of new sidewalks where none existed before.,Q2 2026 - Q4 2026,Active,None,Transportation Services,"Niloufar Mohajerani, Engineering and Construction Services",nmohaje@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/walking-in-toronto/,TS_Sidewalk,12,2026,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.1620622871605,43.7627011717355],[-79.1622774220258,43.7632646970804],[-79.1625531024077,43.7639405985815],[-79.1629828782256,43.7649679518757],[-79.1632110474337,43.7655356839205]]}"
336,3543,None,2021-03-25,Sidewalk Construction,BELLFONTAINE ST&lt;br&gt; From: [50 m N] BELLBROOK RD&lt;br&gt; To: [285 m S] BELLBROOK RD,Installation of new sidewalks where none existed before.,Q3 2025 - Q4 2025,Active,None,Transportation Services,"Christy Manoharan, Engineering and Construction Services",cmanoha@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/walking-in-toronto/,TS_Sidewalk,12,2025,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.291284028399,43.8005155455603],[-79.291259220176,43.8004485409111],[-79.29121183499,43.8002234263161],[-79.2911905323918,43.8000883705696],[-79.2911668054241,43.7999893148748],[-79.2908015094717,43.7991605345169],[-79.2901673141579,43.7977101818594],[-79.2900965434225,43.797543099023]]}"
337,3897,None,2023-03-14,Sidewalk Construction,WESTGATE BLVD&lt;br&gt; From: DELHI AVE&lt;br&gt; To: ARMOUR BLVD,Installation of new sidewalks where none existed before.,Q1 2023 - Q3 2026 (Carry-Over),Active,None,Transportation Services,"Thomas Burgwin, Engineering and Construction Services",tburgwi@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/walking-in-toronto/,TS_Sidewalk,12,2023,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.4313388694002,43.7404443594202],[-79.4313074409823,43.7405959912658],[-79.431281811005,43.7408696614988],[-79.4312583358171,43.7410806269267],[-79.4312586902672,43.7413774098789],[-79.4312501748633,43.7416006898458],[-79.4312652331724,43.7416812363888],[-79.43125886527,43.7418657547977],[-79.4312763387193,43.74210019568],[-79.4312987796202,43.7423347484506],[-79.4313108864556,43.7424961349194],[-79.4313008186651,43.7426036492856],[-79.4312975370018,43.7427156773367],[-79.431254254155,43.7429345266533],[-79.4312230930336,43.7431268089545],[-79.4311708312511,43.7432637885784]]}"
338,3963,None,2023-08-10,Sidewalk Construction,EDGEBROOK DR&lt;br&gt; From: BANKFIELD DR&lt;br&gt; To: [30M W] BANKFIELD DR,Installation of new sidewalks where none existed before.,Q1 2024 - Q2 2025 (Carry-Over),Active,None,Transportation Services,"Fernando Eyzaguirre Garcia, Engineering and Construction Services",feyzagu@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/walking-in-toronto/,TS_Sidewalk,12,2024,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.5547826588502,43.7330271180475],[-79.5542979915993,43.7329571064097]]}"
339,3965,None,2023-06-13,Sidewalk Construction,SUN AVE&lt;br&gt; From: TOWER DR&lt;br&gt; To: MANHATTAN DR,Installation of new sidewalks where none existed before.,Q2 2026 - Q4 2026,Active,None,Transportation Services,"Marfique Ahmed, Engineering and Construction Services",mahmed2@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/walking-in-toronto/,TS_Sidewalk,12,2026,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.3007018768359,43.7500317857522],[-79.3004441163785,43.7500673453189],[-79.3001413289525,43.7501028264801],[-79.2997477077567,43.7501471606356],[-79.2993885086827,43.7501777577158]]}"
